id,years_experience,skills,education_level,location,preferred_work_mode,gender,race,suitability_score
CAND_00000,2.0,38.0,Mestrado,Interior,Híbrido,Feminino,Parda,0.3094733983110492
CAND_00001,0.0,43.0,Bacharelado,Capitais,Remoto,Masculino,Branca,0.5647100540840845
CAND_00002,5.3,71.0,Mestrado,Capitais,Híbrido,Masculino,Branca,0.9391512652022784
CAND_00003,10.4,56.0,Mestrado,Capitais,Híbrido,Feminino,Amarela,0.5177932278123458
CAND_00004,13.0,38.0,Mestrado,Interior,Híbrido,Feminino,Branca,0.3786295340956349
CAND_00005,5.3,66.0,Mestrado,Região Metropolitana,Remoto,Feminino,Branca,0.5762834419277587
CAND_00006,8.4,50.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Amarela,0.5714547801089217
CAND_00007,5.7,51.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.7414039658533321
CAND_00008,6.5,32.0,Bacharelado,Região Metropolitana,Remoto,Feminino,Branca,0.36117258263725505
CAND_00009,4.0,35.0,Bacharelado,Capitais,Presencial,Masculino,Preta,0.3426059679879798
CAND_00010,5.6,38.0,Bacharelado,Capitais,Presencial,Masculino,Preta,0.3579914844239245
CAND_00011,6.6,51.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.6034802918398819
CAND_00012,3.3,51.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Branca,0.4737260435152265
CAND_00013,4.8,73.0,Bacharelado,Capitais,Híbrido,Não-binário,Branca,0.5770020956094368
CAND_00014,4.8,56.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Preta,0.13285416344710976
CAND_00015,7.5,9.0,Bacharelado,Região Metropolitana,Presencial,Masculino,Amarela,0.39355984274520595
CAND_00016,1.8,54.0,Mestrado,Capitais,Presencial,Masculino,Branca,0.6424932512548469
CAND_00017,4.8,28.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Preta,0.0
CAND_00018,10.7,36.0,Mestrado,Capitais,Presencial,Masculino,Branca,0.7672056364775452
CAND_00019,8.5,38.0,Bacharelado,Capitais,Presencial,Masculino,Amarela,0.7314374972418055
CAND_00020,9.0,40.0,Bacharelado,Região Metropolitana,Presencial,Masculino,Branca,0.6804389220816971
CAND_00021,5.1,29.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Preta,0.3825866668332232
CAND_00022,6.0,53.0,Bacharelado,Capitais,Remoto,Masculino,Amarela,0.5488803809924078
CAND_00023,8.0,29.0,Bacharelado,Região Metropolitana,Presencial,Masculino,Parda,0.4354801963833539
CAND_00024,9.7,55.0,Bacharelado,Região Metropolitana,Presencial,Masculino,Preta,0.658896324602317
CAND_00025,0.0,84.0,Bacharelado,Capitais,Híbrido,Feminino,Preta,0.2612178190176065
CAND_00026,1.1,30.0,Bacharelado,Capitais,Remoto,Feminino,Amarela,0.01094874352813055
CAND_00027,8.9,46.0,Mestrado,Região Metropolitana,Presencial,Feminino,Parda,0.4607766491556666
CAND_00028,4.2,12.0,Bacharelado,Capitais,Remoto,Masculino,Preta,0.2613755905025802
CAND_00029,3.0,45.0,Ensino Médio,Região Metropolitana,Híbrido,Masculino,Preta,0.3649479523501226
CAND_00030,1.2,60.0,Bacharelado,Região Metropolitana,Remoto,Feminino,Branca,0.345923681938972
CAND_00031,3.3,61.0,Ensino Médio,Capitais,Presencial,Feminino,Branca,0.7220345599983933
CAND_00032,0.8,51.0,Doutorado,Interior,Remoto,Masculino,Branca,0.47628310174913935
CAND_00033,11.3,63.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.9391994962231028
CAND_00034,4.9,88.0,Bacharelado,Interior,Remoto,Masculino,Preta,0.25260272585883886
CAND_00035,4.8,76.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.7876301333740701
CAND_00036,6.8,42.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Branca,0.6907234279322114
CAND_00037,7.9,28.0,Ensino Médio,Capitais,Remoto,Não-binário,Branca,0.258041674617738
CAND_00038,7.8,44.0,Mestrado,Região Metropolitana,Remoto,Masculino,Branca,0.881904548104167
CAND_00039,8.2,36.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.7514476651184171
CAND_00040,3.1,57.0,Bacharelado,Capitais,Híbrido,Não-binário,Amarela,0.2082359535153572
CAND_00041,4.1,32.0,Bacharelado,Capitais,Remoto,Masculino,Preta,0.4023677501627975
CAND_00042,7.3,49.0,Bacharelado,Região Metropolitana,Remoto,Feminino,Branca,0.43266858380632167
CAND_00043,3.4,63.0,Ensino Médio,Capitais,Presencial,Masculino,Branca,0.7951379902407576
CAND_00044,5.0,48.0,Bacharelado,Região Metropolitana,Híbrido,Não-binário,Preta,0.24352986018221767
CAND_00045,6.2,36.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Preta,0.4053390067107488
