id,years_experience,skills,education_level,location,preferred_work_mode,gender,race,suitability_score
CAND_00000,6.5,59.0,Bacharelado,Capitais,Presencial,Masculino,Parda,0.720227425403461
CAND_00001,9.0,72.0,Bacharelado,Região Metropolitana,Presencial,Masculino,Branca,1.0
CAND_00002,8.0,40.0,Ensino Médio,Região Metropolitana,Híbrido,Não-binário,Branca,0.2763221106401852
CAND_00003,6.5,67.0,Mestrado,Capitais,Híbrido,Feminino,Branca,0.7348913143194483
CAND_00004,7.3,54.0,Mestrado,Interior,Híbrido,Feminino,Branca,0.20679160289525922
CAND_00005,1.6,31.0,Bacharelado,Capitais,Remoto,Não-binário,Branca,0.28954415247534426
CAND_00006,8.6,50.0,Bacharelado,Capitais,Híbrido,Feminino,Branca,0.7477091376396136
CAND_00007,5.1,46.0,Bacharelado,Capitais,Presencial,Masculino,Preta,0.38723814440846616
CAND_00008,2.3,71.0,Mestrado,Região Metropolitana,Remoto,Feminino,Branca,0.4849198831935672
CAND_00009,1.6,40.0,Bacharelado,Interior,Híbrido,Feminino,Preta,0.0
CAND_00010,7.4,52.0,Bacharelado,Capitais,Presencial,Masculino,Preta,0.5465229610695962
CAND_00011,4.0,44.0,Bacharelado,Capitais,Remoto,Feminino,Branca,0.4342730551595211
CAND_00012,5.2,29.0,Doutorado,Interior,Híbrido,Feminino,Parda,0.045995409066250034
CAND_00013,7.6,71.0,Bacharelado,Capitais,Presencial,Masculino,Branca,1.0
CAND_00014,9.1,64.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Branca,1.0
CAND_00015,10.0,52.0,Doutorado,Capitais,Remoto,Masculino,Branca,1.0
CAND_00016,3.1,69.0,Mestrado,Capitais,Híbrido,Feminino,Branca,0.37728954244625496
CAND_00017,3.4,66.0,Mestrado,Capitais,Híbrido,Feminino,Indígena,0.41391648663239783
CAND_00018,0.3,41.0,Mestrado,Capitais,Remoto,Masculino,Preta,0.5310344261115462
CAND_00019,9.6,77.0,Mestrado,Região Metropolitana,Remoto,Masculino,Branca,1.0
CAND_00020,6.0,64.0,Bacharelado,Capitais,Remoto,Masculino,Preta,0.6617751570954712
CAND_00021,0.6,59.0,Mestrado,Capitais,Híbrido,Feminino,Branca,0.6770340177823069
CAND_00022,2.8,19.0,Ensino Médio,Capitais,Remoto,Feminino,Branca,0.2953223537831676
CAND_00023,3.2,67.0,Mestrado,Interior,Presencial,Feminino,Branca,0.29043265698037224
CAND_00024,2.9,44.0,Bacharelado,Capitais,Remoto,Masculino,Amarela,0.568840559715228
CAND_00025,2.3,56.0,Bacharelado,Capitais,Híbrido,Feminino,Preta,0.0
CAND_00026,2.3,22.0,Ensino Médio,Capitais,Híbrido,Masculino,Branca,0.6797356027626756
CAND_00027,3.9,37.0,Mestrado,Capitais,Remoto,Masculino,Branca,0.8840137206518301
CAND_00028,10.6,66.0,Mestrado,Capitais,Híbrido,Masculino,Branca,1.0
CAND_00029,2.1,33.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Amarela,0.3321030718934896
CAND_00030,5.1,44.0,Bacharelado,Interior,Presencial,Masculino,Branca,0.5884742452376944
CAND_00031,1.1,53.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.7345980656514088
CAND_00032,3.2,36.0,Bacharelado,Capitais,Híbrido,Masculino,Amarela,0.3398238459997358
CAND_00033,2.9,57.0,Bacharelado,Interior,Híbrido,Feminino,Branca,0.3519297140153982
CAND_00034,0.0,72.0,Ensino Médio,Região Metropolitana,Híbrido,Feminino,Branca,0.31940734813122124
CAND_00035,0.7,48.0,Mestrado,Região Metropolitana,Híbrido,Masculino,Branca,0.9322988690224201
CAND_00036,7.4,43.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.9877960471376569
CAND_00037,3.0,44.0,Mestrado,Região Metropolitana,Presencial,Masculino,Preta,0.19812360488001224
CAND_00038,6.0,55.0,Bacharelado,Capitais,Remoto,Feminino,Branca,0.5804737667083956
CAND_00039,3.0,69.0,Doutorado,Capitais,Remoto,Feminino,Branca,0.5895957365481754
CAND_00040,7.5,29.0,Bacharelado,Capitais,Remoto,Feminino,Branca,0.4942684892137325
CAND_00041,0.4,71.0,Mestrado,Região Metropolitana,Remoto,Masculino,Branca,0.9222836565750359
CAND_00042,5.6,58.0,Bacharelado,Capitais,Remoto,Masculino,Branca,1.0
CAND_00043,1.3,28.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.8518059854341207
CAND_00044,1.9,39.0,Mestrado,Região Metropolitana,Remoto,Feminino,Parda,0.3229433784669292
CAND_00045,0.6,52.0,Bacharelado,Capitais,Híbrido,Feminino,Branca,0.4570589234492374
CAND_00046,3.2,43.0,Mestrado,Capitais,Remoto,Masculino,Indígena,0.44217013357287716
CAND_00047,2.5,45.0,Bacharelado,Capitais,Presencial,Masculino,Preta,0.35072378588418923
CAND_00048,0.1,70.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Branca,0.88634339981991
CAND_00049,0.5,55.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Branca,0.8776988458149653
CAND_00050,3.4,70.0,Bacharelado,Capitais,Híbrido,Feminino,Branca,0.7693237752684691
CAND_00051,8.8,25.0,Bacharelado,Capitais,Híbrido,Feminino,Indígena,0.15113513117789507
CAND_00052,4.6,41.0,Mestrado,Capitais,Remoto,Feminino,Amarela,0.19372673404968122
CAND_00053,3.8,41.0,Ensino Médio,Interior,Remoto,Feminino,Parda,0.1480910111154075
CAND_00054,2.8,58.0,Bacharelado,Interior,Presencial,Feminino,Branca,0.37466392880899835
CAND_00055,0.0,37.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Branca,0.6565575856425546
CAND_00056,7.5,43.0,Bacharelado,Capitais,Presencial,Masculino,Branca,1.0
CAND_00057,4.8,58.0,Mestrado,Capitais,Híbrido,Masculino,Preta,0.5609514148451473
CAND_00058,3.0,59.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Branca,0.7636888238997294
CAND_00059,0.0,46.0,Bacharelado,Capitais,Presencial,Feminino,Preta,0.0
CAND_00060,6.4,49.0,Bacharelado,Capitais,Híbrido,Feminino,Branca,0.5588885596420876
CAND_00061,4.9,34.0,Bacharelado,Região Metropolitana,Presencial,Feminino,Preta,0.0
CAND_00062,3.4,40.0,Bacharelado,Interior,Remoto,Masculino,Indígena,0.19111304017105574
CAND_00063,7.3,62.0,Bacharelado,Região Metropolitana,Remoto,Feminino,Parda,0.3508708437480386
CAND_00064,4.1,35.0,Bacharelado,Região Metropolitana,Presencial,Masculino,Branca,0.8207812971537006
CAND_00065,5.0,28.0,Mestrado,Capitais,Híbrido,Feminino,Preta,0.0
CAND_00066,10.4,71.0,Ensino Médio,Capitais,Híbrido,Masculino,Amarela,0.6870671988818597
CAND_00067,10.7,30.0,Bacharelado,Capitais,Híbrido,Masculino,Preta,0.3317260656437493
CAND_00068,7.6,52.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.985320022299224
CAND_00069,5.6,48.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Indígena,0.11124863814895025
CAND_00070,0.2,49.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Branca,0.36831624460710477
CAND_00071,4.4,38.0,Bacharelado,Capitais,Híbrido,Masculino,Preta,0.2970184612003245
CAND_00072,2.3,88.0,Mestrado,Região Metropolitana,Híbrido,Masculino,Branca,0.980308234729473
CAND_00073,2.0,52.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.9059684985737302
CAND_00074,0.9,96.0,Bacharelado,Capitais,Presencial,Feminino,Branca,0.6943855145684754
CAND_00075,7.9,49.0,Bacharelado,Capitais,Remoto,Feminino,Indígena,0.45318873270718074
CAND_00076,7.4,45.0,Bacharelado,Capitais,Presencial,Masculino,Branca,1.0
CAND_00077,4.9,44.0,Bacharelado,Interior,Remoto,Feminino,Branca,0.3505402188390664
CAND_00078,9.2,24.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.8886721751410327
CAND_00079,0.9,51.0,Bacharelado,Capitais,Presencial,Masculino,Indígena,0.4771409671567335
CAND_00080,5.3,61.0,Mestrado,Região Metropolitana,Híbrido,Masculino,Branca,1.0
CAND_00081,5.4,61.0,Ensino Médio,Capitais,Remoto,Masculino,Branca,0.965240187384722
CAND_00082,6.7,73.0,Ensino Médio,Capitais,Presencial,Masculino,Branca,1.0
CAND_00083,13.1,46.0,Bacharelado,Interior,Presencial,Feminino,Branca,0.3678958044294407
CAND_00084,3.7,68.0,Bacharelado,Capitais,Presencial,Masculino,Branca,1.0
CAND_00085,2.0,68.0,Mestrado,Região Metropolitana,Remoto,Feminino,Branca,0.5403966710158488
CAND_00086,6.5,51.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Preta,0.5127709542270219
CAND_00087,3.3,46.0,Bacharelado,Capitais,Presencial,Masculino,Parda,0.6600486742144519
CAND_00088,4.4,71.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Branca,0.8591689095671361
CAND_00089,8.5,34.0,Bacharelado,Região Metropolitana,Híbrido,Não-binário,Parda,0.2026940576535602
CAND_00090,3.4,38.0,Mestrado,Região Metropolitana,Remoto,Masculino,Branca,0.8863221384600354
