id,years_experience,skills,education_level,location,preferred_work_mode,gender,race,suitability_score
CAND_00000,6.5,71.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.8670894314215949
CAND_00001,4.6,64.0,Ensino Médio,Capitais,Remoto,Masculino,Branca,0.7838139070934016
CAND_00002,6.9,51.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Branca,0.6796863564647732
CAND_00003,9.6,40.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.8122580267978341
CAND_00004,4.3,60.0,Mestrado,Capitais,Presencial,Feminino,Branca,0.5314349696970007
CAND_00005,4.3,56.0,Mestrado,Capitais,Remoto,Feminino,Branca,0.7653818690086597
CAND_00006,9.7,63.0,Ensino Médio,Capitais,Híbrido,Feminino,Parda,0.46474542298780147
CAND_00007,7.3,60.0,Doutorado,Região Metropolitana,Híbrido,Feminino,Preta,0.5965297429458312
CAND_00008,3.6,66.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.7394887947089408
CAND_00009,6.6,42.0,Bacharelado,Capitais,Híbrido,Feminino,Branca,0.3624489110431257
CAND_00010,3.6,70.0,Ensino Médio,Capitais,Remoto,Masculino,Parda,0.78880793504886
CAND_00011,3.6,53.0,Bacharelado,Capitais,Remoto,Feminino,Indígena,0.3465901388394959
CAND_00012,5.7,81.0,Mestrado,Capitais,Remoto,Masculino,Branca,0.9731124098380239
CAND_00013,0.0,40.0,Mestrado,Região Metropolitana,Presencial,Não-binário,Branca,0.4323855918542594
CAND_00014,0.0,76.0,Ensino Médio,Capitais,Remoto,Masculino,Branca,0.6877955554145025
CAND_00015,3.3,53.0,Ensino Médio,Capitais,Presencial,Masculino,Branca,0.5687759155187185
CAND_00016,2.0,40.0,Bacharelado,Capitais,Presencial,Feminino,Branca,0.497571337766925
CAND_00017,5.9,43.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Branca,0.6400755507454596
CAND_00018,2.3,45.0,Bacharelado,Capitais,Presencial,Feminino,Preta,0.2445857818608419
CAND_00019,0.8,56.0,Bacharelado,Região Metropolitana,Presencial,Feminino,Branca,0.17462694262085388
CAND_00020,9.4,58.0,Mestrado,Região Metropolitana,Presencial,Feminino,Branca,0.6646981717009853
CAND_00021,4.3,41.0,Mestrado,Região Metropolitana,Remoto,Não-binário,Branca,0.336141417485497
CAND_00022,5.2,50.0,Bacharelado,Capitais,Híbrido,Não-binário,Branca,0.6193309637178531
CAND_00023,0.7,82.0,Mestrado,Capitais,Híbrido,Masculino,Branca,0.8543087347889096
CAND_00024,3.4,76.0,Bacharelado,Região Metropolitana,Presencial,Feminino,Branca,0.5459857745849297
CAND_00025,5.3,57.0,Bacharelado,Interior,Remoto,Feminino,Amarela,0.2326309993350221
CAND_00026,1.5,51.0,Bacharelado,Região Metropolitana,Remoto,Feminino,Branca,0.28415591471232815
CAND_00027,6.1,52.0,Bacharelado,Capitais,Híbrido,Masculino,Preta,0.6423256690528054
CAND_00028,3.2,59.0,Doutorado,Capitais,Híbrido,Feminino,Amarela,0.5991370418416905
CAND_00029,4.1,35.0,Bacharelado,Capitais,Presencial,Não-binário,Branca,0.4112913510548216
CAND_00030,3.2,46.0,Bacharelado,Região Metropolitana,Remoto,Feminino,Branca,0.5570403568573639
CAND_00031,10.6,25.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.6550851801327466
CAND_00032,5.0,56.0,Bacharelado,Capitais,Remoto,Masculino,Amarela,0.44428864337750207
CAND_00033,1.8,60.0,Mestrado,Região Metropolitana,Híbrido,Masculino,Amarela,0.48009247487289225
CAND_00034,7.5,43.0,Bacharelado,Capitais,Remoto,Feminino,Preta,0.31549410383678994
CAND_00035,1.3,74.0,Bacharelado,Região Metropolitana,Remoto,Feminino,Branca,0.43260133187568794
