id,years_experience,skills,education_level,location,preferred_work_mode,gender,race,suitability_score
CAND_00000,6.3,51.0,Bacharelado,Interior,Presencial,Não-binário,Parda,0.39402083763132906
CAND_00001,2.5,50.0,Bacharelado,Capitais,Remoto,Feminino,Indígena,0.16857848496972064
CAND_00002,10.4,57.0,Bacharelado,Capitais,Remoto,Feminino,Amarela,0.5502584291310432
CAND_00003,4.1,76.0,Bacharelado,Capitais,Remoto,Feminino,Preta,0.38961141714819547
CAND_00004,4.4,51.0,Bacharelado,Capitais,Presencial,Feminino,Amarela,0.3364187474175552
CAND_00005,9.1,42.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Branca,0.46404698172406444
CAND_00006,5.2,54.0,Bacharelado,Região Metropolitana,Remoto,Não-binário,Parda,0.5161685308250894
CAND_00007,2.5,46.0,Bacharelado,Interior,Presencial,Masculino,Branca,0.2632177496904847
CAND_00008,7.9,31.0,Mestrado,Região Metropolitana,Remoto,Masculino,Parda,0.26748707789293946
CAND_00009,7.6,61.0,Bacharelado,Região Metropolitana,Presencial,Feminino,Amarela,0.5622697813040928
CAND_00010,1.6,26.0,Bacharelado,Capitais,Híbrido,Feminino,Preta,0.3847706300855732
CAND_00011,2.9,36.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.4134551490028917
CAND_00012,2.0,43.0,Bacharelado,Capitais,Presencial,Feminino,Branca,0.4403282302423463
CAND_00013,0.0,64.0,Mestrado,Capitais,Presencial,Masculino,Preta,0.5686935459109923
CAND_00014,11.3,57.0,Ensino Médio,Região Metropolitana,Remoto,Masculino,Indígena,0.5380839500113986
CAND_00015,0.8,72.0,Bacharelado,Capitais,Híbrido,Feminino,Indígena,0.4661487831993503
CAND_00016,2.5,57.0,Bacharelado,Capitais,Híbrido,Feminino,Indígena,0.38104934773109606
CAND_00017,6.5,47.0,Bacharelado,Região Metropolitana,Presencial,Feminino,Amarela,0.38566021866410355
CAND_00018,6.0,26.0,Ensino Médio,Região Metropolitana,Remoto,Masculino,Indígena,0.2961286557237443
CAND_00019,7.0,45.0,Bacharelado,Interior,Presencial,Feminino,Preta,0.4419979595779488
CAND_00020,5.9,60.0,Mestrado,Capitais,Remoto,Não-binário,Indígena,0.6181399485608307
CAND_00021,9.6,32.0,Bacharelado,Interior,Híbrido,Masculino,Amarela,0.30479025304605356
