id,years_experience,skills,education_level,location,preferred_work_mode,gender,race,suitability_score
CAND_00000,10.9,43.0,Mestrado,Região Metropolitana,Presencial,Feminino,Parda,0.5678514360748248
CAND_00001,1.1,37.0,Bacharelado,Interior,Híbrido,Não-binário,Parda,0.3754613438637463
CAND_00002,3.2,46.0,Bacharelado,Região Metropolitana,Remoto,Feminino,Branca,0.39477981918973143
CAND_00003,3.4,56.0,Bacharelado,Capitais,Remoto,Feminino,Indígena,0.519896177795051
CAND_00004,2.7,43.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Branca,0.4702387161319249
CAND_00005,4.5,52.0,Bacharelado,Capitais,Remoto,Não-binário,Preta,0.5311861191310935
CAND_00006,4.5,55.0,Bacharelado,Capitais,Remoto,Não-binário,Parda,0.41734056527332297
CAND_00007,7.6,68.0,Mestrado,Capitais,Presencial,Não-binário,Preta,0.4377483634118342
CAND_00008,4.9,76.0,Bacharelado,Capitais,Híbrido,Masculino,Preta,0.5670767352502425
CAND_00009,0.7,51.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Indígena,0.38925765061513384
CAND_00010,8.9,38.0,Mestrado,Região Metropolitana,Remoto,Masculino,Parda,0.3328095616941248
CAND_00011,9.3,62.0,Mestrado,Região Metropolitana,Remoto,Não-binário,Parda,0.7786817953557169
CAND_00012,3.4,40.0,Doutorado,Capitais,Presencial,Não-binário,Parda,0.524012601936345
CAND_00013,7.7,34.0,Ensino Médio,Região Metropolitana,Remoto,Feminino,Parda,0.5346895483210202
CAND_00014,8.5,69.0,Bacharelado,Interior,Híbrido,Não-binário,Preta,0.6105355859194772
CAND_00015,4.8,42.0,Doutorado,Região Metropolitana,Híbrido,Não-binário,Indígena,0.539398510301739
CAND_00016,3.7,69.0,Bacharelado,Região Metropolitana,Remoto,Feminino,Branca,0.5378507872783996
CAND_00017,9.6,32.0,Mestrado,Interior,Remoto,Feminino,Preta,0.4733776919750814
CAND_00018,4.8,62.0,Mestrado,Capitais,Híbrido,Masculino,Indígena,0.42707713349386023
CAND_00019,8.5,79.0,Mestrado,Região Metropolitana,Híbrido,Não-binário,Preta,0.5579338427349009
CAND_00020,12.4,30.0,Bacharelado,Região Metropolitana,Híbrido,Não-binário,Indígena,0.7458356452110126
CAND_00021,7.6,59.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Amarela,0.5182690844355302
CAND_00022,0.7,43.0,Bacharelado,Capitais,Híbrido,Masculino,Indígena,0.21759129897017637
CAND_00023,2.4,36.0,Bacharelado,Interior,Remoto,Não-binário,Amarela,0.5202600373039321
CAND_00024,2.3,96.0,Mestrado,Região Metropolitana,Híbrido,Masculino,Parda,0.7603259201425169
CAND_00025,6.4,34.0,Doutorado,Capitais,Remoto,Masculino,Indígena,0.6260499489239582
CAND_00026,0.0,58.0,Bacharelado,Região Metropolitana,Presencial,Não-binário,Branca,0.17421021971661999
CAND_00027,5.0,37.0,Bacharelado,Região Metropolitana,Remoto,Feminino,Parda,0.5298437767207411
CAND_00028,2.8,52.0,Bacharelado,Capitais,Presencial,Masculino,Preta,0.26695276351464886
CAND_00029,0.0,52.0,Doutorado,Capitais,Presencial,Feminino,Parda,0.4432704814840712
CAND_00030,4.8,59.0,Mestrado,Capitais,Remoto,Masculino,Indígena,0.5137320049496817
CAND_00031,0.7,49.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Indígena,0.413301675178681
CAND_00032,2.4,50.0,Mestrado,Capitais,Híbrido,Masculino,Preta,0.4648124351886945
CAND_00033,7.3,55.0,Bacharelado,Capitais,Híbrido,Masculino,Indígena,0.46272453296463945
CAND_00034,4.4,57.0,Ensino Médio,Região Metropolitana,Presencial,Não-binário,Indígena,0.587282367638825
CAND_00035,8.4,64.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Parda,0.7449176320330604
CAND_00036,7.5,44.0,Bacharelado,Capitais,Remoto,Feminino,Branca,0.5115747078976548
CAND_00037,8.4,30.0,Bacharelado,Capitais,Presencial,Não-binário,Indígena,0.42494671926215677
CAND_00038,8.8,38.0,Bacharelado,Capitais,Remoto,Feminino,Indígena,0.6293621175790067
CAND_00039,3.9,57.0,Doutorado,Região Metropolitana,Híbrido,Não-binário,Amarela,0.6616495603857104
CAND_00040,4.2,33.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.23891238375975046
CAND_00041,1.9,32.0,Bacharelado,Capitais,Híbrido,Masculino,Preta,0.5387408018240095
CAND_00042,6.1,35.0,Bacharelado,Capitais,Híbrido,Feminino,Branca,0.3159191419574029
CAND_00043,5.3,40.0,Doutorado,Região Metropolitana,Híbrido,Feminino,Branca,0.4707200903606755
CAND_00044,1.7,37.0,Bacharelado,Capitais,Presencial,Feminino,Amarela,0.18356393073517138
CAND_00045,5.3,51.0,Bacharelado,Capitais,Híbrido,Não-binário,Preta,0.4078864212151125
CAND_00046,7.8,48.0,Bacharelado,Região Metropolitana,Híbrido,Não-binário,Preta,0.6158597757342255
CAND_00047,3.9,58.0,Mestrado,Interior,Remoto,Não-binário,Parda,0.5130489404696517
CAND_00048,5.4,39.0,Mestrado,Região Metropolitana,Presencial,Feminino,Branca,0.4856663834956293
CAND_00049,6.0,61.0,Mestrado,Capitais,Remoto,Feminino,Parda,0.4830356617017054
CAND_00050,6.7,36.0,Mestrado,Interior,Híbrido,Não-binário,Indígena,0.5484110995164884
CAND_00051,6.7,80.0,Mestrado,Capitais,Híbrido,Masculino,Amarela,0.4620357524910045
CAND_00052,3.9,28.0,Mestrado,Capitais,Híbrido,Não-binário,Branca,0.3567244279906723
CAND_00053,0.0,51.0,Bacharelado,Capitais,Presencial,Feminino,Parda,0.33938585549068406
CAND_00054,3.1,56.0,Mestrado,Capitais,Presencial,Feminino,Indígena,0.4530944145869502
CAND_00055,3.6,61.0,Doutorado,Capitais,Remoto,Masculino,Preta,0.5914950522384164
CAND_00056,9.1,24.0,Mestrado,Interior,Híbrido,Masculino,Indígena,0.32614184146951725
CAND_00057,1.6,32.0,Mestrado,Capitais,Híbrido,Não-binário,Parda,0.44971576886354564
CAND_00058,9.4,48.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.42217740039627827
CAND_00059,6.6,41.0,Bacharelado,Capitais,Presencial,Feminino,Indígena,0.6373349180265437
CAND_00060,7.4,59.0,Doutorado,Região Metropolitana,Híbrido,Não-binário,Indígena,0.6714003169029442
CAND_00061,2.9,43.0,Mestrado,Capitais,Híbrido,Masculino,Indígena,0.49182148470624365
CAND_00062,1.9,60.0,Bacharelado,Capitais,Remoto,Feminino,Parda,0.3606914757736252
CAND_00063,10.0,25.0,Ensino Médio,Região Metropolitana,Presencial,Não-binário,Amarela,0.3518191590742876
CAND_00064,2.1,68.0,Bacharelado,Região Metropolitana,Presencial,Não-binário,Branca,0.5966337029511444
CAND_00065,2.2,74.0,Bacharelado,Capitais,Híbrido,Não-binário,Indígena,0.347875527800941
CAND_00066,1.0,69.0,Doutorado,Capitais,Híbrido,Feminino,Indígena,0.5452632145285835
CAND_00067,0.9,58.0,Mestrado,Interior,Presencial,Feminino,Preta,0.4515898100065132
CAND_00068,5.4,32.0,Mestrado,Região Metropolitana,Presencial,Masculino,Preta,0.4815546295882216
CAND_00069,9.0,47.0,Bacharelado,Capitais,Híbrido,Não-binário,Preta,0.5415295843518084
CAND_00070,5.5,45.0,Mestrado,Região Metropolitana,Remoto,Masculino,Preta,0.5362935656581489
CAND_00071,6.6,50.0,Bacharelado,Capitais,Remoto,Masculino,Branca,0.4258795597837527
CAND_00072,7.6,43.0,Doutorado,Capitais,Híbrido,Não-binário,Amarela,0.828500717290956
CAND_00073,0.0,54.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Preta,0.3671334243887907
CAND_00074,5.6,36.0,Bacharelado,Capitais,Presencial,Não-binário,Branca,0.510089645326212
CAND_00075,6.3,30.0,Doutorado,Capitais,Remoto,Não-binário,Indígena,0.6004999470740384
CAND_00076,1.0,56.0,Ensino Médio,Capitais,Híbrido,Feminino,Preta,0.08006795257897159
CAND_00077,7.1,58.0,Bacharelado,Região Metropolitana,Remoto,Não-binário,Indígena,0.3675476940177703
CAND_00078,3.5,33.0,Mestrado,Capitais,Remoto,Masculino,Parda,0.32004077742141834
CAND_00079,4.5,53.0,Ensino Médio,Interior,Presencial,Não-binário,Preta,0.35127153688221613
CAND_00080,10.6,68.0,Mestrado,Capitais,Híbrido,Feminino,Amarela,0.7113111114338151
CAND_00081,8.1,50.0,Mestrado,Região Metropolitana,Remoto,Não-binário,Indígena,0.5914783394236544
CAND_00082,6.8,60.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.4469804330357362
CAND_00083,6.3,24.0,Bacharelado,Capitais,Remoto,Não-binário,Branca,0.16880120606593182
CAND_00084,2.4,47.0,Mestrado,Região Metropolitana,Presencial,Não-binário,Indígena,0.5982992720082987
CAND_00085,3.3,47.0,Mestrado,Região Metropolitana,Híbrido,Masculino,Preta,0.5422115268468191
CAND_00086,5.3,59.0,Bacharelado,Capitais,Híbrido,Feminino,Branca,0.5582429754940958
CAND_00087,2.0,52.0,Bacharelado,Capitais,Presencial,Feminino,Preta,0.44667665822158514
CAND_00088,2.5,63.0,Bacharelado,Região Metropolitana,Remoto,Não-binário,Branca,0.514983633746565
CAND_00089,3.1,33.0,Mestrado,Capitais,Híbrido,Feminino,Parda,0.24345948578050064
CAND_00090,11.3,39.0,Mestrado,Interior,Remoto,Não-binário,Indígena,0.4258002697231046
CAND_00091,8.5,62.0,Bacharelado,Região Metropolitana,Presencial,Feminino,Indígena,0.6310477208713808
CAND_00092,5.2,61.0,Bacharelado,Capitais,Presencial,Feminino,Preta,0.2811700228177957
CAND_00093,1.6,41.0,Mestrado,Região Metropolitana,Remoto,Masculino,Parda,0.43866516883378914
CAND_00094,5.2,47.0,Bacharelado,Interior,Remoto,Masculino,Parda,0.5200056530158087
CAND_00095,4.7,42.0,Bacharelado,Capitais,Presencial,Feminino,Preta,0.5871738848292538
CAND_00096,10.2,24.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.4187495891616626
CAND_00097,9.6,53.0,Bacharelado,Capitais,Presencial,Não-binário,Parda,0.44498231266044225
CAND_00098,2.2,32.0,Bacharelado,Região Metropolitana,Remoto,Não-binário,Parda,0.42717106476219896
CAND_00099,7.1,47.0,Bacharelado,Interior,Híbrido,Masculino,Indígena,0.4558441711313514
CAND_00100,3.3,40.0,Bacharelado,Capitais,Presencial,Feminino,Indígena,0.2058309994749872
CAND_00101,2.1,45.0,Ensino Médio,Interior,Presencial,Não-binário,Amarela,0.011076326531737457
CAND_00102,8.7,78.0,Mestrado,Capitais,Presencial,Masculino,Preta,0.7441015195522922
CAND_00103,5.9,23.0,Ensino Médio,Região Metropolitana,Presencial,Masculino,Preta,0.3893151796872642
CAND_00104,13.2,83.0,Mestrado,Região Metropolitana,Remoto,Feminino,Branca,0.7949952799780619
CAND_00105,4.2,49.0,Bacharelado,Capitais,Remoto,Feminino,Preta,0.42546714616510256
CAND_00106,2.2,60.0,Mestrado,Capitais,Remoto,Feminino,Indígena,0.48584310816136217
CAND_00107,2.8,27.0,Mestrado,Capitais,Híbrido,Feminino,Parda,0.3457750335479708
CAND_00108,5.2,67.0,Bacharelado,Interior,Presencial,Feminino,Indígena,0.3623784665827161
CAND_00109,1.5,49.0,Mestrado,Região Metropolitana,Híbrido,Não-binário,Preta,0.38981697574849544
CAND_00110,3.7,42.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Parda,0.3795811732015679
CAND_00111,1.5,41.0,Mestrado,Capitais,Presencial,Feminino,Parda,0.4940113470893276
CAND_00112,2.9,19.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.20674420756918566
CAND_00113,2.9,35.0,Mestrado,Capitais,Presencial,Feminino,Indígena,0.35476334769154766
CAND_00114,6.4,36.0,Ensino Médio,Capitais,Presencial,Não-binário,Indígena,0.4192897233451423
CAND_00115,4.1,35.0,Ensino Médio,Capitais,Híbrido,Não-binário,Indígena,0.25490038623733613
CAND_00116,4.3,65.0,Ensino Médio,Interior,Híbrido,Não-binário,Preta,0.3769161848732382
CAND_00117,3.3,55.0,Ensino Médio,Região Metropolitana,Híbrido,Não-binário,Branca,0.23624524233904245
CAND_00118,0.4,70.0,Bacharelado,Capitais,Presencial,Masculino,Amarela,0.5712743558052765
CAND_00119,2.8,26.0,Mestrado,Capitais,Presencial,Não-binário,Branca,0.408333285109196
CAND_00120,9.5,37.0,Ensino Médio,Região Metropolitana,Híbrido,Não-binário,Preta,0.5209999699826915
